id,vendor,product_name,units,brand,max_price,min_price,avg_price,days_with_price_data
3683527,TandT,TRADITION JASMINE GREEN TEA,,,8.24,13.99,9.49084951456311,412
920289,Galleria,HAPPY CLOVER SWISS ROLL CAKE GREEN TEA 200G,EA,,6.99,5.98,6.18867768595041,242
3683538,TandT,Dmdq Green Tea (250g),250g,,8.79,5.18,7.91755555555556,180
918075,Galleria,LOTTE CHOCOPIE GREEN TEA 336G,EA,,6.99,4.98,5.63189873417722,158
918437,Galleria,GOLDEN BONBON GREEN TEA NOUGAT 454G,BX,,16.99,16.99,16.99,157
919265,Galleria,EVERGREEN BUBBLE MILK TEA GREEN TEA 480ML,EA,,3.49,3.49,3.49,157
920640,Galleria,CHORIPDONG ROASTED GRAIN POWDER WITH GREEN TEA 1KG,EA,,9.99,9.99,9.99,157
918725,Galleria,HIME GREEN TEA NOODLE 640G,EA,,7.99,7.99,7.99,156
918814,Galleria,AOI CHA SOBA DRIED BUCKWHEAT GREENTEA NOODLE 240G,EA,,4.99,3.99,4.81051282051282,156
918815,Galleria,AOI SOMEN DRIED THIN GREENTEA NOODLE 240G,EA,,4.99,3.99,4.81051282051282,156
919027,Galleria,DAMTUH COLD BREWED SHINE MUSCAT FLAVOR GREEN TEA 36G,PK,,6.99,6.99,6.99,156
919093,Galleria,NOKCHAWON GREEN TEA WITH BROWN RICE 100TB 120G,PK,,10.99,10.99,10.99,156
919095,Galleria,NOKCHAWON ORGANIC GREEN TEA 50T 60G,PK,,7.99,7.99,7.99,156
919097,Galleria,NOKCHWON ORGANIC GREEN TEA WITH BROWN RICE 60G,PK,,6.49,6.49,6.49,156
921152,Galleria,GWANGCHEON NH ROASTED GREEN TEA LAVER 200G,PK,,21.99,16.97,19.0003846153846,156
921153,Galleria,GWANGCHEON NH ROASTED GREEN TEA LAVER 48G,PK,,7.99,5.99,6.86179487179487,156
921154,Galleria,GWANGCHEON NH ROASTED GREEN TEA LAVER 60G,PK,,6.49,5.99,6.21435897435897,156
3683076,TandT,Yibao Green Tea Drink (430ml),430ml,,2.19,1.99,1.99641025641026,156
917470,Galleria,HIME GREEN TEA ICE CREAM 1L,EA,,7.49,7.49,7.49,155
917511,Galleria,SHIRAKIKU GREEN TEA ICE CREAM 1L,EA,,5.98,5.98,5.98,155
918939,Galleria,COCA COLA PEACE GREEN TEA 695ML,EA,,1.49,1.49,1.49,155
918954,Galleria,ITOEN GREEN TEA 600ML,EA,,3.49,3.49,3.49,155
918963,Galleria,MATCH SUPER PREMIUM JAPANESE GREEN TEA 200G,EA,,9.99,9.49,9.76741935483871,155
918976,Galleria,PEACE TEA MANGO GREEN TEA 695ML,EA,,1.29,1.29,1.29,155
918981,Galleria,PREMIUM JAPANESE GREEN TEA 300G,EA,,9.99,8.98,9.76845161290323,155
918983,Galleria,SHIZUOKA GREEN TEA 31G,EA,,3.49,2.98,3.28929032258065,155
919011,Galleria,YAMAMOTOYAMA SENCHA GREEN TEA 16bag,EA,,4.99,4.99,4.99,155
919062,Galleria,ITOEN GREEN TEA (OI OCHA) 40G,EA,,6.48,5.98,6.3058064516129,155
919063,Galleria,ITOEN GREEN TEA BAG JASMINE 30g,EA,,8.99,8.99,8.99,155
919064,Galleria,ITOEN GREEN TEA BAG LEMONGRASS 30g,EA,,8.99,8.99,8.99,155
919065,Galleria,ITOEN GREEN TEA BAG TRADITIONAL 30g,EA,,8.99,8.99,8.99,155
919066,Galleria,ITOEN MATCHA GREEN TEA 120g,EA,,13.49,13.49,13.49,155
919071,Galleria,ITOEN ROASTED GREEN TEA HOUJI CHA 2L,EA,,5.98,5.98,5.98,155
919072,Galleria,ITOEN ROASTED GREEN TEA TEA BAG 30g,EA,,6.48,5.98,6.3058064516129,155
918957,Galleria,KAKIEN JAPANESE GREEN TEA POWDER 30G,EA,,11.49,10.99,11.271045751634,153
1695348,Loblaws,"Gum,  Fresh Mint with Green Tea Extract",50ea,Mentos,4.99,4.99,4.99,153
917456,Galleria,GREEN TEA MOCHI ICE CREAM 8P 226G,EA,,7.99,7.99,7.99,152
1697608,Loblaws,Matcha Green Tea Ice Cream,450ml,Haagen Dazs,6.99,4.99,6.14427631578947,152
1697609,Loblaws,Matcha Green Tea Powder Organic Ceremonial Grade,30g,Aiya,33.99,29.99,33.2531578947368,152
2888849,NoFrills,Organic Green Tea,200g,T&T,6.49,6.49,6.49,152
1688425,Loblaws,100 Green Tea,100ea,Twinings,16.99,13.99,15.8939735099338,151
1688609,Loblaws,20ct Green Tea & Lemon,20ea,Twinings,6.49,4.99,5.84666666666667,150
1695157,Loblaws,Green Tea,20ea,President's Choice,4.99,2.99,4.69,150
1695161,Loblaws,Green Tea,1ea,PC Organics,4.99,3.99,4.67666666666667,150
1695162,Loblaws,Green Tea,48ea,President's Choice,6.99,6.29,6.92466666666667,150
1695163,Loblaws,Green Tea (Sencha),150g,,7.49,7.49,7.49,150
1695164,Loblaws,"Green Tea Blend, Honey & Ginger",1ea,PC Organics,4.99,3.99,4.67666666666667,150
1695165,Loblaws,Green Tea Concentrate Green Tea Matcha Latte,946ml,Tazo,8.99,6.99,8.79,150
1695167,Loblaws,Green Tea Decaffeinated,20ea,Lipton,5.89,5.49,5.75133333333333,150
1695169,Loblaws,Green Tea Jasmine Green 18 Tea Bags ,18ea,Numi,9.99,8.49,9.78333333333333,150
1695170,Loblaws,Green Tea K-Cup Pack,12ea,Twinings,11.99,11.99,11.99,150
1695171,Loblaws,Green Tea Kombucha,32g,Yogi,6.99,5.99,6.85666666666667,150
1695172,Loblaws,Green Tea Lemon,48ea,Tetley,9.99,6.99,9.018,150
1695173,Loblaws,Green Tea Lemon Ginseng,72ea,Lipton,9.99,10.99,9.59666666666667,150
1695174,Loblaws,Green Tea Naturally Decaffeinated,24ea,Tetley,4.99,4.99,4.99,150
1695175,Loblaws,Green Tea Organic Ginger Glow,37.5g,Tealish,9.99,10.99,10.3766666666667,150
1695176,Loblaws,Green Tea Organic Sencha,37.5g,Tealish,9.99,10.99,10.3766666666667,150
1695177,Loblaws,Green Tea Sachets Supreme Matcha Green Organic,20ea,Pukka,9.99,8.99,9.79,150
1696339,Loblaws,Japanese Green Tea (Sencha),200g,Ujinotsuyu,6.49,6.49,6.49,150
1696347,Loblaws,Jasmine Green Tea,1.23l,T&T,3.79,1.99,2.95266666666667,150
1696348,Loblaws,Jasmine Green Tea,150g,Stassen,6.99,6.99,6.99,150
1696904,Loblaws,Lemongrass Organic Green Tea,16ea,Traditional Medicinals,6.99,4.99,6.09,150
2887377,NoFrills,Low-Calorie Green Tea with Ginseng and Honey,960ml,Arizona,7.49,0.99,1.85973333333333,150
918936,Galleria,CANADA TRUE MAPLE GREEN TEA 25 BAGS 50G,EA,,4.99,4.99,4.99,149
1695159,Loblaws,Green Tea,50ea,Twinings,11.99,10.99,11.8624832214765,149
1695160,Loblaws,Green Tea,3.78l,Arizona,7.99,5.99,7.30879194630872,149
1695178,Loblaws,Green Tea Sen-Cha Tea Bag ,40g,Ujinotsuyu,4.49,4.49,4.49,149
1695179,Loblaws,Green Tea The Vert Classique 48's ,48ea,Tetley,9.99,6.99,9.01281879194631,149
1695181,Loblaws,Green Tea with Honey,547ml,Pure Leaf,3.99,3.79,3.85040268456376,149
1695182,Loblaws,Green Tea With Toasted Rice Matcha Organic,16ea,Traditional Medicinals,6.99,4.99,6.0906711409396,149
1695183,Loblaws,"Green Tea, Decaf",48ea,Tetley,9.99,6.99,9.01281879194631,149
1698250,Loblaws,Moroccan Style Mint Green Tea,20ea,President's Choice,4.99,2.99,4.67456375838926,149
2886792,NoFrills,Jasmine Green Tea,1.23l,T&T,2.49,2.49,2.49,149
3683248,TandT,Green Tea 2gx50     ,,,9.99,10.99,10.3121476510067,149
3683456,TandT,Masterkon Green Tea (2l),2l,,4.39,3.00,4.03644295302013,149
720837,Voila,Clipper Organic Green Tea 40 g,40g,,7.79,4.99,7.63864864864865,148
720840,Voila,Compliments Green Tea 72 Tea Bags ,72 per pack,,5.99,4.99,5.74337837837838,148
720841,Voila,Compliments Green Tea Decaffeinated 72 Tea Bags ,72 per pack,,6.49,4.99,6.29405405405405,148
720845,Voila,Compliments Organic Green Tea 40 g,40g,,5.29,4.49,5.24675675675676,148
720915,Voila,Ahmad Green Tea With Cardamom 100 EA,100 per pack,,7.49,7.49,7.49,148
720922,Voila,Ahmad Tea Green Tea With Earl Grey 500 g,500g,,9.99,9.49,9.71972972972973,148
720923,Voila,Ahmad Tea Lemon & Green Tea Bags 20 EA,20 per pack,,4.99,4.99,4.99,148
720926,Voila,Aiya Organic Matcha Green Tea Powder 30 g,30g,,34.99,27.99,32.9089189189189,148
720952,Voila,Farm Boy Gluten-Free Green Tea Matcha  400 g,400g,,6.99,6.99,6.99,148
720955,Voila,Farm Boy Organic Green Tea Jasmine 30 g,30g,,6.49,6.49,6.49,148
720961,Voila,Four O'Clock Organic Green Tea Japanese 16 Tea Bags,16 per pack,,6.29,6.29,6.29,148
720967,Voila,KO & C China Green Tea 200 g,200g,,5.29,5.29,5.29,148
720972,Voila,Lipton Green Tea Naturally For Light Taste Decaffeinated 72 Bags,72 per pack,,9.99,7.99,8.65891891891892,148
720973,Voila,Lipton Green Tea Pure Green Classic 100 Tea Bags ,100 per pack,,9.99,10.99,8.84810810810811,148
720974,Voila,Lipton Green Tea With Lemon & Ginseng 72 EA,72 per pack,,9.99,7.99,8.65891891891892,148
720977,Voila,Mighty Green Tea Leaf Marrakesh Mint 15 Tea Bags,15 per pack,,10.79,10.79,10.79,148
720998,Voila,Stash Green Tea Moroccan Mint 20 Tea Bags,20 per pack,,6.79,5.79,6.52648648648649,148
721003,Voila,Tazo Caffeine-Free Green Tea Green Ginger 20 Tea Bags ,20 per pack,,6.99,6.29,6.64,148
721005,Voila,Tazo Zen Green Tea 20 Tea Bags,20 per pack,,6.99,6.29,6.64,148
721009,Voila,Tetley Green Tea Naturally Decaffeinated 80 Tea Bags,80 per pack,,9.99,11.99,10.7467567567568,148
721010,Voila,Tetley Pure Green Tea 80 Tea Bags,80 per pack,,9.99,11.99,10.7467567567568,148
1694654,Loblaws,Ginger Organic Green Tea,16ea,Traditional Medicinals,6.99,4.99,6.10486486486487,148
1695158,Loblaws,Green Tea,100ea,Uncle Lees,5.99,4.99,5.88864864864865,148
2885993,NoFrills,Green Tea Naturally Decaffeinated,24ea,Tetley,4.79,2.88,3.74344594594595,148
2885994,NoFrills,Green Tea The Vert Naturellement Decafeine   ,80ea,Tetley,6.99,10.49,9.715,148
2888063,NoFrills,Mochi Ice Dessert Green Tea  ,208g,Buono,7.99,7.99,7.99,148
3676965,TandT,T&T Bakery Green Tea Mousse Cake,,,26.99,26.99,26.99,148
3676974,TandT,T&T Bakery Green Tea Red Bean Cake,,,29.99,29.99,29.99,148
3678282,TandT,I-Mei Green Tea Red Bean Milk Ice Bar (437.5g),437.5g,,8.79,7.99,8.01162162162162,148
3678283,TandT,Mt Fuji Green Tea Mochi Ice Cream (226g),226g,,8.79,7.99,8.01162162162162,148
3678287,TandT,Buono Green Tea Non-Dairy Frozen Dessert Mochi (208g),208g,,8.79,5.97,8.04783783783784,148
3678325,TandT,Achino Grape Green Tea Ice Bar,,,9.89,7.88,8.91682432432432,148
3683063,TandT,Ath Gyokuro Green Tea (500ml),500ml,,2.85,1.89,2.75918918918919,148
3683255,TandT,Green Tea Powder 100g      ,,,6.59,5.99,6.18054054054054,148
3683458,TandT,Arizona Green Tea 680ml               ,,,1.64,1.49,1.49405405405405,148
3683461,TandT,Itoen Green Tea (2l),2l,,7.69,4.87,6.81932432432432,148
3683465,TandT,Tung-I  Green Tea  (300mlx6),300mlx6,,6.59,4.50,6.26256756756757,148
3683569,TandT,Heytea Lemon Green Tea (450ml),450ml,,3.29,1.41,2.95540540540541,148
720878,Voila,Tetley Earl Grey Green Tea 24 EA,24 per pack,,5.29,3.67,4.56496598639456,147
720879,Voila,Tetley Green Tea Blueberry 24 Tea Bags ,24 per pack,,5.29,3.67,4.56496598639456,147
720880,Voila,Tetley Green Tea Decaffeinated 24 Tea Bags,24 per pack,,5.29,3.67,4.56496598639456,147
720881,Voila,Tetley Green Tea Honey Lemon Ginseng 24 Tea Bags,24 per pack,,5.29,3.67,4.56496598639456,147
720882,Voila,Tetley Green Tea Naturally Decaffeinated 48 Tea Bags,48 per pack,,8.99,6.99,8.28931972789116,147
720883,Voila,Tetley Green Tea Pomegranate 24 Tea Bags,24 per pack,,5.29,3.67,4.56496598639456,147
720884,Voila,Tetley Green Tea With Lemon 48 Tea Bags,48 per pack,,8.99,6.99,8.28931972789116,147
720889,Voila,Tetley Pure Green Tea 48 Tea Bags,48 per pack,,8.99,6.99,8.28931972789116,147
720891,Voila,Tetley Specialty Pure Green Tea 24 Tea Bags ,24 per pack,,5.29,3.67,4.56496598639456,147
720892,Voila,Tetley Super Green Tea Antiox Tropical 20 Tea Bags,20 per pack,,5.29,3.67,4.56496598639456,147
720893,Voila,Tetley Super Green Tea Boost Berry Burst 20 Tea Bags,20 per pack,,5.29,3.67,4.56496598639456,147
720907,Voila,Tim Hortons Green Tea 20 EA,20 per pack,,5.49,4.49,5.13965986394558,147
721008,Voila,Tetley Green Tea Mint 24 Tea Bags,24 per pack,,3.99,3.99,3.99,147
721037,Voila,Twinings Green Tea Pure 20 Tea Bags ,20 per pack,,6.99,6.99,6.99,147
721046,Voila,Twinings Of London Green Tea Pods K-Cups 12 EA,12 per pack,,9.99,10.79,10.5505442176871,147
721047,Voila,Twinings Of London Green Tea With Lemon 20 EA ,20 per pack,,6.99,6.99,6.99,147
721904,Voila,GoodDrink Green Tea With Lemon & Honey Iced Tea 473 ml (bottle),473ml,,3.79,2.50,3.46380952380952,147
